#,,,,,
pl_name,ra,dec,sy_dist,sy_disterr1,sy_disterr2
K2-182 b,130.180046,10.9829509,154.83,1.256,-1.236
K2-183 b,125.007177,14.0194586,329.041,4.293,-4.185
K2-183 c,125.007177,14.0194586,329.041,4.293,-4.185
K2-183 d,125.007177,14.0194586,329.041,4.293,-4.185
K2-184 b,129.1405227,14.4618826,75.5857,0.3346,-0.3318
K2-185 b,130.2596625,14.6902225,268.357,3.298,-3.22
K2-185 c,130.2596625,14.6902225,268.357,3.298,-3.22
K2-186 b,135.3350487,18.8252879,330.739,5.444,-5.274
K2-187 b,132.5235618,23.1924709,330.916,5.727,-5.539
K2-187 c,132.5235618,23.1924709,330.916,5.727,-5.539
K2-187 d,132.5235618,23.1924709,330.916,5.727,-5.539
K2-187 e,132.5235618,23.1924709,330.916,5.727,-5.539
K2-188 b,129.8137008,23.3574367,446.821,8.707,-8.385
K2-188 c,129.8137008,23.3574367,446.821,8.707,-8.385
K2-189 b,203.6214411,-15.0365158,242.113,1.94,-1.91
K2-189 c,203.6214411,-15.0365158,242.113,1.94,-1.91
K2-19 b,174.9602543,0.603596,289.827,5.68,-5.469
K2-19 c,174.9602543,0.603596,289.827,5.68,-5.469
K2-19 d,174.9602543,0.603596,289.827,5.68,-5.469
K2-190 b,205.3630485,-13.1608686,160.679,1.15,-1.135
K2-190 c,205.3630485,-13.1608686,160.679,1.15,-1.135
K2-191 b,201.6391407,-12.8066737,287.188,2.387,-2.348
K2-192 b,206.5823122,-11.5563527,221.753,1.818,-1.788
K2-193 b,205.2371043,-11.0093342,411.923,3.646,-3.583
K2-194 b,204.6089755,-8.9271609,629.51,18.604,-17.584
K2-195 b,199.8315191,-8.5095364,315.014,4.204,-4.096
K2-195 c,199.8315191,-8.5095364,315.014,4.204,-4.096
K2-196 b,200.4562487,-8.4717104,584.877,22.597,-21.003
K2-197 b,202.3934779,-7.3739779,247.637,2.393,-2.349
K2-198 b,198.8436817,-6.4649888,110.567,0.874,-0.86
K2-198 c,198.8436817,-6.4649888,110.567,0.874,-0.86
K2-198 d,198.8436817,-6.4649888,110.567,0.874,-0.86
K2-199 b,208.9014508,-6.1360833,107.518,0.602,-0.596
K2-199 c,208.9014508,-6.1360833,107.518,0.602,-0.596
K2-200 b,202.251206,-4.6100532,184.131,1.875,-1.839
K2-201 b,293.5607117,-23.1312775,197.932,1.675,-1.647
K2-201 c,293.5607117,-23.1312775,197.932,1.675,-1.647
K2-2016-BLG-0005L b,269.8798333,-27.6074722,5200,240,-240
K2-2016-BLG-0005L b,269.8798333,-27.6074722,5260,250,-250
K2-202 b,283.2643203,-22.4070553,300.397,2.651,-2.606
K2-203 b,12.7736909,-1.1958844,166.147,1.572,-1.543
K2-204 b,17.3825067,-0.5177539,577.235,17.823,-16.805
K2-205 b,15.2175909,0.425966,405.301,9.162,-8.773
K2-206 b,11.2564264,0.5931866,244.443,3.114,-3.039
K2-207 b,11.6996481,0.6406182,363.064,5.626,-5.46
K2-208 b,20.7789809,0.8890076,256.887,3.221,-3.144
K2-209 b,14.6903464,1.382807,76.4986,0.3054,-0.3031
K2-21 b,340.3037846,-14.4893256,83.6448,0.2665,-0.2649
K2-21 c,340.3037846,-14.4893256,83.6448,0.2665,-0.2649
K2-210 b,17.6412694,1.5784137,176.51,1.858,-1.819
K2-211 b,21.1061587,1.7049101,272.297,4.179,-4.057
K2-212 b,18.4241015,3.0970732,109.218,0.931,-0.916
K2-213 b,13.1403998,3.5077702,389.702,6.94,-6.704
K2-214 b,14.8759777,4.2277722,300.64,4.186,-4.075
K2-215 b,18.4700795,6.1238647,403.964,6.434,-6.24
K2-216 b,11.4802354,6.3470302,115.461,0.71,-0.701
K2-217 b,11.2983678,6.4815879,381.878,7.649,-7.36
K2-218 b,12.809613,6.8464327,394.083,10.017,-9.541
K2-219 b,12.8452963,8.8675474,325.4,4.842,-4.705
K2-219 c,12.8452963,8.8675474,325.4,4.842,-4.705
K2-219 d,12.8452963,8.8675474,325.4,4.842,-4.705
K2-22 b,169.4827046,2.6190363,243.836,2.7975,-2.7975
K2-220 b,12.7700071,9.5167694,233.514,2.757,-2.695
K2-221 b,16.6550286,10.1897385,318.81,6.763,-6.493
K2-222 b,16.4625203,11.7537171,101.321,0.632,-0.625
K2-223 b,185.306183,-10.2820915,198.604,2.567,-2.503
K2-223 c,185.306183,-10.2820915,198.604,2.567,-2.503
K2-224 b,189.7041426,-10.0605942,275.255,2.935,-2.874
K2-224 c,189.7041426,-10.0605942,275.255,2.935,-2.874
K2-225 b,186.5410958,-9.6248232,357.778,5.896,-5.711
K2-226 b,183.6456643,-9.5626286,211.265,3.379,-3.275
K2-227 b,190.9484237,-8.4784159,187.234,2.056,-2.013
K2-228 b,187.2947047,-6.8342028,129.46,4.091,-3.852
K2-229 b,186.8729195,-6.7218474,102.564,1.093,-1.07
K2-229 c,186.8729195,-6.7218474,102.564,1.093,-1.07
K2-230 b,191.363117,-6.576051,540.773,14.321,-13.613
K2-231 b,289.0918242,-15.7712178,321.215,4.198,-4.093
K2-232 b,73.7667927,18.654323,130.72,0.768,-0.759
K2-233 b,230.4799011,-20.2317975,67.5062,0.2799,-0.2775
K2-233 c,230.4799011,-20.2317975,67.5062,0.2799,-0.2775
K2-233 d,230.4799011,-20.2317975,67.5062,0.2799,-0.2775
K2-237 b,253.7688479,-28.7105836,314.995,7.221,-6.91
K2-239 b,160.5941265,4.4413751,31.0849,0.0831,-0.0826
K2-239 c,160.5941265,4.4413751,31.0849,0.0831,-0.0826
K2-239 d,160.5941265,4.4413751,31.0849,0.0831,-0.0826
K2-24 b,242.5734559,-24.9906029,170.562,1.36,-1.338
K2-24 c,242.5734559,-24.9906029,170.562,1.36,-1.338
K2-240 b,227.849371,-17.8754464,72.9105,0.52255,-0.52255
K2-240 c,227.849371,-17.8754464,72.9105,0.52255,-0.52255
K2-241 b,181.2386829,-6.8052985,149.464,1.094,-1.078
K2-242 b,179.8358421,-6.5178542,109.237,0.625,-0.617
K2-243 b,181.1211419,-4.8991358,266.864,3.516,-3.428
K2-243 c,181.1211419,-4.8991358,266.864,3.516,-3.428
K2-244 b,183.4686492,-3.8318097,212.902,2.422,-2.369
K2-245 b,185.181563,-1.5909138,456.064,8.713,-8.398
K2-246 b,181.6296115,-1.1606,703.616,26.4825,-26.4825
K2-247 b,188.8935189,-10.0692793,258.113,2.049,-2.017
K2-247 c,188.8935189,-10.0692793,258.113,2.049,-2.017
K2-248 b,182.8173343,-9.4141696,406.254,4.991,-4.874
K2-249 b,183.3667344,-8.9952309,521.716,16.917,-15.903
K2-25 b,63.2739346,15.2477027,44.9565,0.1664,-0.1653
K2-250 b,185.0315429,-8.9757427,414.708,6.352,-6.166
K2-251 b,190.6892403,-8.5359826,147.03,1.042,-1.028
K2-252 b,182.3663818,-8.3096141,228.839,2.083,-2.047
K2-253 b,186.0853062,-6.3789537,876.565,28.779,-27.037
K2-254 b,185.5507926,-4.7172908,227.775,1.296,-1.281
K2-254 c,185.5507926,-4.7172908,227.775,1.296,-1.281
K2-255 b,189.9128532,-3.3705631,191.608,1.538,-1.515
K2-257 b,188.278284,-1.9532879,64.0065,0.2577,-0.2577
K2-258 b,187.6314027,-1.1609171,661.873,11.218,-10.856
K2-259 b,186.8026947,1.5668631,416.457,8.192,-7.888
K2-26 b,94.2064312,24.5958335,99.0504,0.5153,-0.5102
K2-260 b,76.8673317,16.8676948,663.834,19.395,-18.342
K2-261 b,163.0323119,0.493167,213.283,1.975,-1.941
K2-263 b,129.6821253,15.6806039,162.481,1.38,-1.357
K2-264 b,131.3583524,19.698401,185.605,2.122,-2.075
K2-264 c,131.3583524,19.698401,185.605,2.122,-2.075
K2-265 b,342.0316493,-14.4947789,138.671,0.985,-0.97
K2-266 b,157.9356855,0.9372782,77.5586,0.3581,-0.3549
K2-266 c,157.9356855,0.9372782,77.5586,0.3581,-0.3549
K2-266 d,157.9356855,0.9372782,77.5586,0.3581,-0.3549
K2-266 e,157.9356855,0.9372782,77.5586,0.3581,-0.3549
K2-268 b,133.7094899,11.8482712,327.783,3.236,-3.175
K2-268 c,133.7094899,11.8482712,327.783,3.236,-3.175
K2-268 d,133.7094899,11.8482712,327.783,3.236,-3.175
K2-268 e,133.7094899,11.8482712,327.783,3.236,-3.175
K2-268 f,133.7094899,11.8482712,327.783,3.236,-3.175
K2-269 b,130.1551381,13.0146799,360.76,15.805,-14.554
K2-27 b,171.5151874,1.2306237,249.645,2.489,-2.441
K2-270 b,131.2665588,13.5497322,280.518,2.385,-2.346
K2-270 c,131.2665588,13.5497322,280.518,2.385,-2.346
K2-271 b,125.2239144,16.0907958,564.454,13.7,-13.7
K2-272 b,132.6211743,17.5423852,423.065,5.393,-5.393
K2-273 b,129.7768928,19.0100046,308.105,2.98,-2.923
K2-274 b,129.2823699,20.3992512,228.327,4.823,-4.631
K2-275 b,132.1698795,20.4550162,123.438,0.714,-0.706
K2-275 c,132.1698795,20.4550162,123.438,0.714,-0.706
K2-276 b,125.9528309,22.6339399,488.152,7.654,-7.425
K2-277 b,202.0161895,-15.9379749,113.123,0.701,-0.691
K2-278 b,203.3018653,-14.5041057,786.439,16.395,-15.751
K2-279 b,204.7792935,-6.0417592,182.983,1.608,-1.579
K2-28 b,335.6233145,-7.9563525,62.9969,0.3212,-0.3181
K2-280 b,291.5953596,-22.2477071,391.537,7.494,-7.223
K2-281 b,16.2274724,7.2692169,458.139,7.724,-7.724
K2-282 b,13.4321524,7.9952914,496.289,7.902,-7.663
K2-283 b,13.1943679,9.6929181,402.915,5.027,-4.907
K2-284 b,79.1407971,20.2549034,107.272,0.502,-0.497
K2-285 b,349.3843458,1.3001522,154.961,1.161,-1.144
K2-285 c,349.3843458,1.3001522,154.961,1.161,-1.144
K2-285 d,349.3843458,1.3001522,154.961,1.161,-1.144
K2-285 e,349.3843458,1.3001522,154.961,1.161,-1.144
K2-286 b,233.3698192,-16.7737113,76.1486,0.2364,-0.235
K2-287 b,233.0743401,-22.3583447,158.335,1.297,-1.277
K2-288 B b,55.4442857,18.2684913,65.6138,0.8821,-0.8594
K2-289 b,246.6429443,-15.7925384,274.3,2.093,-2.063
K2-29 b,62.670422,24.4016558,178.475,1.32,-1.301
K2-290 b,234.8578846,-20.1988975,272.909,3.824,-3.721
K2-290 c,234.8578846,-20.1988975,272.909,3.824,-3.721
K2-291 b,76.44594,21.548199,90.0562,0.4953,-0.49
K2-292 b,205.3758786,-9.9460704,114.293,0.825,-0.812
K2-293 b,351.6064952,-6.0279068,392.251,6.767,-6.546
K2-294 b,352.0516724,-7.6037856,373.078,6.197,-6.002
K2-295 b,19.6101417,6.8167277,232.801,1.835,-1.807
K2-3 b,172.3353708,-1.4551364,44.0727,0.10815,-0.10815
K2-3 c,172.3353708,-1.4551364,44.0727,0.10815,-0.10815
K2-3 d,172.3353708,-1.4551364,44.0727,0.10815,-0.10815
K2-30 b,52.3420548,22.2993491,333.042,3.021,-2.968
K2-308 b,78.3391194,16.4141986,1314.53,,
K2-31 b,245.4405531,-23.548273,110.527,0.72,-0.712
K2-312 c,140.3390845,14.3678691,109.86,0.811,-0.8
K2-315 b,228.0210932,-20.1081634,56.9686,0.2632,-0.2608
K2-316 b,233.6247336,-23.2594663,112.486,0.968,-0.952
K2-316 c,233.6247336,-23.2594663,112.486,0.968,-0.952
K2-317 b,228.6188638,-21.0227209,176.291,3.395,-3.271
K2-318 b,232.4461375,-17.557463,147.866,0.9905,-0.9905
K2-319 b,166.8010058,3.0399357,209.071,1.88,-1.847
K2-32 b,252.426008,-19.5430504,157.682,1.309,-1.288
K2-32 c,252.426008,-19.5430504,157.682,1.309,-1.288
K2-32 d,252.426008,-19.5430504,157.682,1.309,-1.288
K2-32 e,252.426008,-19.5430504,157.682,1.309,-1.288
K2-320 b,163.2519122,5.3064776,108.74,1.057,-1.036
K2-321 b,156.4054989,2.5138829,77.6888,0.32415,-0.32415
K2-322 b,156.6226981,4.7640203,123.415,0.315,-0.315
K2-323 b,159.4209874,6.2858689,118.318,0.553,-0.548
K2-324 b,157.6222171,6.8636732,136.667,1.618,-1.581
K2-325 b,353.9169507,-7.6867213,111.638,1.029,-1.011
K2-326 b,351.612262,1.3375909,282.308,3.378,-3.301
K2-329 b,351.1353785,-5.1641451,233.237,2.293,-2.249
K2-33 b,242.5613635,-19.3193831,139.268,1.532,-1.499
K2-330 b,126.8968265,11.6674131,160.125,1.517,-1.489
K2-331 b,132.7376431,13.170269,211.43,1.759,-1.731
K2-331 c,132.7376431,13.170269,211.43,1.759,-1.731
K2-332 b,135.8832666,14.2504994,123.202,1.409,-1.379
K2-333 b,136.7892752,15.2056765,343.99,5.233,-5.08
K2-334 b,136.4894259,16.3255146,371.823,6.528,-6.31
K2-335 b,129.3896679,16.5220648,557.993,17.633,-16.602
K2-336 b,133.8382032,16.7940663,239.289,2.71,-2.652
K2-337 b,127.761137,16.9004702,421.636,10.783,-10.268
K2-338 b,124.3609294,17.0241557,156.951,0.602,-0.597
K2-339 b,130.082542,18.6929046,360.36,5.236,-5.236
K2-34 b,127.5787231,22.2359194,348.646,6.323,-6.106
K2-340 b,127.9373409,19.0745863,738.136,22.291,-21.043
K2-341 b,130.4971951,19.9166357,421.408,7.437,-7.189
K2-342 b,133.1218996,21.2386816,208.357,1.734,-1.706
K2-343 b,134.2021746,21.5026882,166.169,1.047,-1.047
K2-343 c,134.2021746,21.5026882,166.169,1.047,-1.047
K2-344 b,136.3614923,21.6685886,75.1691,0.30675,-0.30675
K2-345 b,132.7075876,21.7890367,162.408,0.893,-0.884
K2-346 b,125.9864854,22.663226,105.58,0.487,-0.482
K2-347 b,126.3726821,23.2974061,320.336,3.955,-3.862
K2-348 b,130.8783479,24.4229559,201.856,1.5,-1.479
K2-348 c,130.8783479,24.4229559,201.856,1.5,-1.479
K2-349 b,199.0996546,-14.4447454,453.567,7.121,-6.907
K2-35 b,170.1031027,1.2858679,252.596,2.4395,-2.4395
K2-35 c,170.1031027,1.2858679,252.596,2.4395,-2.4395
K2-350 b,204.0355092,-14.0092516,489.368,6.016,-5.875
K2-350 c,204.0355092,-14.0092516,489.368,6.016,-5.875
K2-351 b,206.6522408,-11.8049588,694.734,15.57,-14.914
K2-352 b,140.4451478,18.469628,176.051,1.895,-1.855
K2-352 c,140.4451478,18.469628,176.051,1.895,-1.855
K2-352 d,140.4451478,18.469628,176.051,1.895,-1.855
K2-353 b,201.6168564,-2.2819018,268.515,3.729,-3.629
K2-354 b,129.1299193,10.1472175,91.722,0.5223,-0.5164
K2-355 b,124.6426189,13.5027816,500.497,5.8405,-5.8405
K2-356 b,128.3219134,13.6613758,355.54,3.793,-3.714
K2-357 b,131.9386628,16.3289144,517.687,9.232,-8.92
K2-358 b,133.8081054,18.9497263,480.307,6.8425,-6.8425
K2-36 b,169.4490102,3.8665038,109.749,0.615,-0.609
K2-36 c,169.4490102,3.8665038,109.749,0.615,-0.609
K2-365 b,238.8197061,-21.0269691,187.222,1.492,-1.47
K2-366 b,243.6800912,-19.3468837,185.947,5.318,-5.035
K2-367 b,337.8588454,-13.2644554,176.965,0.946,-0.936
K2-368 b,332.6357627,-11.1661157,206.608,1.273,-1.258
K2-368 c,332.6357627,-11.1661157,206.608,1.273,-1.258
K2-368 d,332.6357627,-11.1661157,206.608,1.273,-1.258
K2-369 b,329.7262534,-10.8750666,185.55,1.833,-1.798
K2-37 b,243.4509662,-24.7870527,179.943,1.603,-1.575
K2-37 c,243.4509662,-24.7870527,179.943,1.603,-1.575
K2-37 d,243.4509662,-24.7870527,179.943,1.603,-1.575
K2-370 b,67.8205302,19.8316901,144.202,1.198,-1.179
K2-371 b,128.0670932,11.6307099,442.813,6.909,-6.702
K2-372 b,130.7988719,13.0094226,463.88,5.478,-5.354
K2-373 b,123.1361518,13.6884986,229.567,2.114,-2.076
K2-374 b,137.3794986,16.3558324,359.439,5.293,-5.144
K2-374 c,137.3794986,16.3558324,359.439,5.293,-5.144
K2-375 b,130.5013137,20.3593003,696.1,22.17,-20.865
K2-376 b,132.7193327,25.0380824,161.61,1.332,-1.31
K2-377 b,202.897887,-12.0951142,195.149,1.425,-1.406
K2-378 b,205.1596569,-11.1172332,687.973,19.924,-18.851
K2-379 b,283.0317641,-27.1807287,182.207,1.355,-1.336
K2-38 b,240.0333095,-23.1894196,192.69,2.669,-2.597
K2-38 c,240.0333095,-23.1894196,192.69,2.669,-2.597
K2-380 b,283.4346389,-26.5387308,249.303,2.941,-2.875
K2-381 b,288.0267612,-21.0075789,145.701,1.082,-1.067
K2-381 c,288.0267612,-21.0075789,145.701,1.082,-1.067
K2-381 d,288.0267612,-21.0075789,145.701,1.082,-1.067
K2-382 b,287.4125267,-19.6269336,278.412,3.995,-3.886
K2-383 b,282.008765,-18.3795798,203.788,2.404,-2.349
K2-384 b,20.4998403,0.7509701,82.6603,0.7023,-0.6908
K2-384 c,20.4998403,0.7509701,82.6603,0.7023,-0.6908
K2-384 d,20.4998403,0.7509701,82.6603,0.7023,-0.6908
K2-384 e,20.4998403,0.7509701,82.6603,0.7023,-0.6908
K2-384 f,20.4998403,0.7509701,82.6603,0.7023,-0.6908
K2-385 b,12.6140752,5.8712567,420.819,7.102,-6.873
K2-386 b,18.2999964,7.0130302,428.785,8.18,-7.885
K2-387 b,19.4418282,11.3684915,266.318,3.722,-3.722
K2-388 b,352.7139342,-11.0773564,290.495,4.305,-4.184
K2-389 b,355.6304152,-9.7135814,259.208,2.95,-2.885
K2-389 c,355.6304152,-9.7135814,259.208,2.95,-2.885
K2-39 b,338.3682095,-9.0229405,307.47,4.656,-4.656
K2-390 b,355.702386,-9.5887124,456.122,5.675,-5.54
K2-391 b,356.2260152,-7.7015151,507.94,16.546,-15.55
K2-392 b,354.6499065,-7.4788816,406.985,10.589,-10.074
K2-393 b,348.5159113,-0.0821031,265.914,2.842,-2.784
K2-394 b,71.110002,16.5185817,98.0152,0.4794,-0.4748
K2-395 b,70.4438684,16.6743415,286.727,3.103,-3.038
K2-395 c,70.4438684,16.6743415,286.727,3.103,-3.038
K2-396 b,74.6928607,17.2690562,274.864,2.884,-2.825
K2-396 c,74.6928607,17.2690562,274.864,2.884,-2.825
K2-397 b,79.9516586,21.2591617,199.354,1.598,-1.574
K2-398 b,161.7349738,1.9367044,606.992,13.07,-12.539
K2-398 c,161.7349738,1.9367044,606.992,13.07,-12.539
K2-4 b,174.7455392,-3.9055746,231.828,2.129,-2.091
K2-400 b,154.5110307,3.6969271,62.3804,0.2344,-0.2327
K2-401 b,154.987604,3.9548275,200.727,1.54,-1.517
K2-402 b,161.451913,6.419318,523.055,17.949,-16.816
K2-403 b,164.1893864,9.6739464,246.599,2.561,-2.509
K2-404 b,160.3249517,12.1911149,121.63,0.5795,-0.5795
K2-405 b,164.3759959,12.535614,197.234,2.081,-2.038
K2-406 b,230.8872242,-25.3706149,85.3751,0.6239,-0.6151
K2-407 b,232.5552584,-23.0067371,218.376,1.676,-1.651
K2-407 c,232.5552584,-23.0067371,218.376,1.676,-1.651
K2-408 b,227.9168555,-17.6842698,162.306,1.351,-1.329
K2-409 b,228.4551125,-16.3512966,431.031,8.048,-7.764
K2-411 b,58.003631,19.3909877,298.219,4.983,-4.825
K2-412 b,76.2621295,21.580162,654.085,18.368,-17.408
K2-413 b,353.4175668,-7.6120272,285.162,3.569,-3.483
K2-413 c,353.4175668,-7.6120272,285.162,3.569,-3.483
K2-414 b,351.6361913,-4.6066569,260.036,2.374,-2.333
K2-414 c,351.6361913,-4.6066569,260.036,2.374,-2.333
K2-415 b,137.2015437,11.8622503,21.8182,0.0307,-0.0307
K2-416 b,349.2211822,-5.2015032,120.311,0.605,-0.599
K2-417 b,350.1417675,-10.0365901,94.0424,0.3023,-0.3003
K2-419 A b,135.0194934,13.2737056,268.685,3.6615,-3.6615
K2-42 b,176.6657559,-5.1720463,396.913,7.94,-7.64
K2-43 b,169.117028,-3.9754405,182.536,1.9095,-1.9095
K2-43 c,169.117028,-3.9754405,182.536,1.9095,-1.9095
K2-44 b,174.011661,-2.5209338,476.703,10.202,-9.791
K2-45 b,169.6327547,-1.7740582,495.317,10.777,-10.335
K2-46 b,174.2662454,-0.90721,449.237,10.663,-10.188
K2-47 b,168.5825696,2.7805614,349.881,5.2745,-5.2745
K2-48 b,176.1233077,3.2723812,313.764,2.856,-2.856
K2-49 b,177.3202331,3.4755183,457.125,10.223,-9.793
K2-5 b,169.3034598,-1.8778254,202.943,1.665,-1.639
K2-5 c,169.3034598,-1.8778254,202.943,1.665,-1.639
K2-50 b,169.483654,5.988289,257.443,3.239,-3.239
K2-52 b,246.6114157,-24.9699462,1038.41,71.37,-62.873
K2-53 b,244.1419684,-20.4005984,138.018,1.14,-1.121
K2-54 b,338.0541631,-17.5440636,174.955,1.0145,-1.0145
K2-55 b,333.7518786,-17.2508002,159.522,0.73,-0.725
K2-57 b,342.6918241,-14.0700007,264.213,2.06,-2.029
K2-58 b,333.8218395,-14.049857,181.746,1.435,-1.413
K2-58 c,333.8218395,-14.049857,181.746,1.435,-1.413
K2-58 d,333.8218395,-14.049857,181.746,1.435,-1.413
K2-59 b,338.94255,-14.027727,311.313,3.544,-3.467
K2-59 c,338.94255,-14.027727,311.313,3.544,-3.467
K2-6 b,178.1921152,-1.1984418,316.819,6.458,-6.21
K2-60 b,338.6062312,-13.7318044,491.87,11.47,-10.969
K2-61 b,339.6748444,-13.5600447,405.732,8.413,-8.083
K2-62 b,334.3645089,-12.1874776,112.467,0.491,-0.487
K2-62 c,334.3645089,-12.1874776,112.467,0.491,-0.487
K2-63 b,333.4267738,-12.0663429,517.534,22.291,-20.551
K2-63 c,333.4267738,-12.0663429,517.534,22.291,-20.551
K2-64 b,332.4138478,-11.4286687,499.891,12.979,-12.348
K2-66 b,331.5266563,-10.7115362,513.877,24.123,-22.087
K2-68 b,334.0195539,-10.5673649,168.652,1.258,-1.24
K2-69 b,335.7596816,-10.4886817,180.697,1.583,-1.556
K2-7 b,167.0937488,-1.065855,738.553,15.745,-15.113
K2-70 b,338.4759328,-10.0849917,232.964,3.509,-3.408
K2-71 b,341.7248656,-9.8816109,153.192,1.23,-1.211
K2-72 b,334.6227504,-9.6120084,66.4321,0.2003,-0.1991
K2-72 c,334.6227504,-9.6120084,66.4321,0.2003,-0.1991
K2-72 d,334.6227504,-9.6120084,66.4321,0.2003,-0.1991
K2-72 e,334.6227504,-9.6120084,66.4321,0.2003,-0.1991
K2-73 b,335.025662,-9.0560881,269.183,2.539,-2.493
K2-74 b,339.9192984,-8.7145697,377.822,6.802,-6.57
K2-75 b,338.844896,-7.469895,561.93,15.381,-14.596
K2-75 c,338.844896,-7.469895,561.93,15.381,-14.596
K2-77 b,55.228521,12.572448,141.731,0.874,-0.863
K2-79 b,55.2559307,13.5191871,256.011,2.349,-2.307
K2-8 b,169.7935178,-0.2844389,403.513,11.6715,-11.6715
K2-8 c,169.7935178,-0.2844389,403.513,11.6715,-11.6715
K2-80 b,59.037486,13.5590288,200.802,1.768,-1.738
K2-80 c,59.037486,13.5590288,200.802,1.768,-1.738
K2-80 d,59.037486,13.5590288,200.802,1.768,-1.738
K2-81 b,57.4854562,14.5020556,252.318,2.731,-2.673
K2-83 b,59.9013782,15.5587994,125.529,0.516,-0.512
K2-83 c,59.9013782,15.5587994,125.529,0.516,-0.512
K2-84 b,55.8093566,16.6344396,284.876,2.264,-2.229
K2-84 c,55.8093566,16.6344396,284.876,2.264,-2.229
K2-85 b,59.464829,18.4649505,97.2179,0.3824,-0.3794
K2-86 b,51.5531053,18.6355718,258.699,3.004,-2.937
K2-87 b,66.2363638,18.8273617,491.242,7.054,-6.861
K2-88 b,54.7514566,19.1199667,110.561,0.828,-0.815
K2-89 b,57.0671234,20.4594885,86.0386,0.3114,-0.3093
K2-9 b,176.263724,0.0054085,82.9631,0.3747,-0.3714
K2-90 b,59.1527391,22.4724517,134.188,0.421,-0.419
K2-90 c,59.1527391,22.4724517,134.188,0.421,-0.419
K2-91 b,63.2182348,24.2047218,62.5785,0.2828,-0.2803
K2-95 b,129.3625717,18.9766197,179.854,4.044,-3.873
K2-97 b,127.762837,10.8475571,878.43,49.94,-49.94
K2-98 b,126.4882114,11.5110933,518.625,11.518,-11.037
K2-99 b,208.7737624,-5.4424943,519.229,12.998,-12.389
KELT-1 b,0.3620995,39.3837953,268.43,3.057,-2.989
KELT-10 b,284.5483823,-47.0033072,188.404,2.182,-2.132
KELT-11 b,161.7069053,-9.3993646,99.1596,0.52105,-0.52105
KELT-12 b,267.6404906,36.5701761,368.03,3.157,-3.106
KELT-14 b,108.301409,-42.4097623,250.121,1.549,-1.529
KELT-15 b,117.4149764,-52.1204471,324.683,2.479,-2.442
KELT-16 b,314.2685227,31.6610186,444.586,5.574,-5.441
KELT-17 b,125.617407,13.7353093,226.5,2.506,-2.453
KELT-18 b,216.5238248,59.4442735,321.376,2.509,-2.47
KELT-19 A b,111.5095293,7.6157759,300.276,4.684,-4.544
KELT-2 A b,92.6640226,30.9571333,134.058,0.802,-0.793
KELT-20 b,294.6614126,31.2192001,136.426,0.816,-0.807
KELT-21 b,304.8000322,32.5810446,470.878,6.471,-6.3
KELT-23 A b,232.1466406,66.3587097,126.261,0.352,-0.351
KELT-24 b,161.9090273,71.655727,96.5173,0.3132,-0.3113
KELT-3 b,148.6431193,40.3879446,210.252,5.544,-5.271
KELT-4 A b,157.06262,25.5731366,218.05,2.106,-2.067
KELT-6 b,195.9818362,30.640145,240.726,1.987,-1.955
KELT-6 c,195.9818362,30.640145,240.726,1.987,-1.955
KELT-7 b,78.2955912,33.3179532,136.681,0.938,-0.924
KELT-8 b,283.3054489,24.1272483,197.572,1.005,-0.995
KELT-9 b,307.8598998,39.9389161,204.455,1.582,-1.558
KIC 10001893 b,287.3892308,46.9844491,1672.94,149.7,-149.7
KIC 10001893 c,287.3892308,46.9844491,1672.94,149.7,-149.7
KIC 10001893 d,287.3892308,46.9844491,1672.94,149.7,-149.7
KIC 10525077 b,287.3781164,47.7711541,1461.15,56,-52.1
KIC 3526061 b,285.1863974,38.6111112,401.229,4.816,-4.816
KIC 3558849 b,294.9498381,38.6051867,1215.7,34.2,-32.41
KIC 5437945 b,288.4749028,40.6512848,1274.01,27.92,-27.92
KIC 5479689 b,299.3254983,40.6381229,454.95,4.617,-4.617
KIC 7917485 b,299.4346094,43.6326069,1382.89,38.38,-36.4
KIC 8121913 b,298.9677981,43.909378,707.303,11.313,-10.968
KIC 8540376 b,282.3775397,44.694569,1072.3,22.025,-22.025
KIC 8540376 c,282.3775397,44.694569,1072.3,22.025,-22.025
KIC 9663113 b,297.0454037,46.3286653,1594.74,44.335,-44.335
KMT-2016-BLG-0212L b,268.43925,-29.0868889,6300,1100,-1600
KMT-2016-BLG-0212L b,268.43925,-29.0868889,6000,1300,-1700
KMT-2016-BLG-0212L b,268.43925,-29.0868889,6000,1200,-1700
KMT-2016-BLG-0212L b,268.43925,-29.0868889,6200,1200,-1600
KMT-2016-BLG-1105L b,266.44725,-26.2663694,5420,1850,-2330
KMT-2016-BLG-1105L b,266.44725,-26.2663694,5280,1920,-2230
KMT-2016-BLG-1105L b,266.44725,-26.2663694,3270,1280,-1150
KMT-2016-BLG-1105L b,266.44725,-26.2663694,3790,1380,-1440
KMT-2016-BLG-1105L b,266.44725,-26.2663694,7120,650,-1100
KMT-2016-BLG-1105L b,266.44725,-26.2663694,5080,2240,-2180
KMT-2016-BLG-1107L b,266.41775,-26.0318,7481,748,-708
KMT-2016-BLG-1107L b,266.41775,-26.0318,6651,948,-1348
KMT-2016-BLG-1397L b,272.664612,-24.8577385,6600,1100,-1300
KMT-2016-BLG-1820L b,268.76474,-29.5169201,6260,1140,-1280
